  260,19860530,   98
  260,19860531,  109
  260,19860601,  113
  260,19860602,  132
  260,19860603,  122
  260,19860604,   98
  260,19860605,   95
  260,19860606,  102
  260,19860607,   95
  260,19860608,  118
  260,19860609,  168
  260,19860610,  170
  260,19860611,  121
  260,19860612,  127
  260,19860613,  138
  260,19860614,  182
  260,19860615,  216
  260,19860616,  237
  260,19860617,  222
  260,19860618,  156
  260,19860619,  167
  260,19860620,  168
  260,19860621,  152
  260,19860622,  197
  260,19860623,  207
  260,19860624,  153
  260,19860625,  180
  260,19860626,  210
  260,19860627,  230
  260,19860628,  217
  260,19860629,  209
  260,19860630,  223
  260,19860701,  235
  260,19860702,  234
  260,19860703,  206
  260,19860704,  195
  260,19860705,  173
  260,19860706,  160
  260,19860707,  152
  260,19860708,  160
  260,19860709,  155
  260,19860710,  152
  260,19860711,  146
  260,19860712,  134
  260,19860713,  146
  260,19860714,  163
  260,19860715,  192
  260,19860716,  218
  260,19860717,  185
  260,19860718,  154
  260,19860719,  148
  260,19860720,  152
  260,19860721,  172
  260,19860722,  153
  260,19860723,  144
  260,19860724,  136
  260,19860725,  146
  260,19860726,  170
  260,19860727,  189
  260,19860728,  221
  260,19860729,  195
  260,19860730,  173
  260,19860731,  177
  260,19860801,  171
  260,19860802,  178
  260,19860803,  205
  260,19860804,  177
  260,19860805,  152
  260,19860806,  175
  260,19860807,  174
  260,19860808,  152
  260,19860809,  157
  260,19860810,  176
  260,19860811,  172
  260,19860812,  163
  260,19860813,  169
  260,19860814,  198
  260,19860815,  183
  260,19860816,  166
  260,19860817,  159
  260,19860818,  155
  260,19860819,  144
  260,19860820,  135
  260,19860821,  140
  260,19860822,  154
  260,19860823,  136
  260,19860824,  125
  260,19860825,  140
  260,19860826,  148
  260,19860827,  127
  260,19860828,  122
  260,19860829,  123
  260,19860830,  134
  260,19860831,  123
  260,19860901,  129
  260,19860902,  149
  260,19860903,  130
  260,19860904,  125
  260,19860905,  128
  260,19860906,  126
  260,19860907,  121
  260,19860908,  105
  260,19860909,  102
  260,19860910,   84
  260,19860911,   90
  260,19860912,  103
  260,19860913,  114
  260,19860914,  140
  260,19860915,   93
  260,19860916,  106
  260,19860917,  106
  260,19860918,  105
  260,19860919,   92
  260,19860920,  104
  260,19860921,  125
  260,19860922,  138
  260,19860923,  144
  260,19860924,  122
  260,19860925,  105
  260,19860926,   98
  260,19860927,  102
  260,19860928,  109
  260,19860929,  144
  260,19860930,  130
  260,19861001,  124
  260,19861002,  127
  260,19861003,   99
  260,19861004,  108
  260,19861005,  141
  260,19861006,  151
  260,19861007,  152
  260,19861008,  125
  260,19861009,  127
  260,19861010,  142
  260,19861011,  128
  260,19861012,  132
  260,19861013,  119
  260,19861014,  153
  260,19861015,  162
  260,19861016,  124
  260,19861017,   95
  260,19861018,  118
  260,19861019,   95
  260,19861020,   90
  260,19861021,   98
  260,19861022,  105
  260,19861023,   73
  260,19861024,   77
  260,19861025,  100
  260,19861026,   85
  260,19861027,   89
  260,19861028,  123
  260,19861029,  100
  260,19861030,   93
  260,19861031,   91
  260,19861101,  105
  260,19861102,   74
  260,19861103,   76
  260,19861104,   70
  260,19861105,   94
  260,19861106,   88
  260,19861107,   70
  260,19861108,   73
  260,19861109,   56
  260,19861110,  102
  260,19861111,  128
  260,19861112,   83
  260,19861113,  115
  260,19861114,  120
  260,19861115,  100
  260,19861116,   77
  260,19861117,   89
  260,19861118,   83
  260,19861119,  114
  260,19861120,   60
  260,19861121,   58
  260,19861122,   80
  260,19861123,   58
  260,19861124,   89
  260,19861125,  120
  260,19861126,   96
  260,19861127,   64
  260,19861128,   34
  260,19861129,   -6
  260,19861130,    3
  260,19861201,   38
  260,19861202,   83
  260,19861203,   87
  260,19861204,   95
  260,19861205,   91
  260,19861206,   47
  260,19861207,   36
  260,19861208,  102
  260,19861209,   70
  260,19861210,   36
  260,19861211,   34
  260,19861212,   48
  260,19861213,   45
  260,19861214,   25
  260,19861215,   21
  260,19861216,   53
  260,19861217,   60
  260,19861218,   79
  260,19861219,   45
  260,19861220,   39
  260,19861221,   22
  260,19861222,   -2
  260,19861223,   -1
  260,19861224,  -14
  260,19861225,   13
  260,19861226,   29
  260,19861227,   52
  260,19861228,   76
  260,19861229,   96
  260,19861230,   94
  260,19861231,   85
